"Remove","Transaction Id","Organization","Item Code","Item Description","Subinventory Name","Locator Name","Lot Number","Lot Expiry","System OnHand","Unit of Measure","Physical Onhand","Adjustment Item Cost"
"","600388","KDH KCH Dubai Hospital Inventory Organization","MC33212","WONDER STAR DISPOSABLE COVERS  20'S PACK[SMBG[05AAD[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","19205AAD-32","09-10-2029","20","EA","20","35.00000"
"","600389","KDH KCH Dubai Hospital Inventory Organization","MC33213","ULTRA PREEMIE WIPEABLE LIL' WONDER STAR BAG ONLY  10'S BOX[SMBG[05C-BW[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH19205CBW-17","09-06-2028","5","EA","5","560.00000"
"","607623","KDH KCH Dubai Hospital Inventory Organization","MC33214","LIL WONDER STAR DISPOSABLE COVERS  20'S PACK[SMBG[05CCD[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","19205CCD-32","09-08-2028","20","EA","20","35.00000"
"","612406","KDH KCH Dubai Hospital Inventory Organization","MC33215","PREEMIE REUSABLE NECK ROLL IN BEAD WITHOUT COVER  10'S PACK[SMBG[10N-B[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH19210N-B-02","29-03-2027","10","EA","10","42.00000"
"","605180","KDH KCH Dubai Hospital Inventory Organization","MC33230","PICO 7 15CM X 30CM[SM&N[66802007[CONS/1[","DHHMainWHS Main General Warehouse","0.0.0","202449","01-12-2026","1","EA","1","1200.00000"
"","595450","KDH KCH Dubai Hospital Inventory Organization","MC33234","FOLEY CATHETER HOLDER  50'S BOX[CEUMED[72-8250/75-8200[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","25030403","30-04-2030","20","EA","30","9.00000"
"","602805","KDH KCH Dubai Hospital Inventory Organization","MC33234","FOLEY CATHETER HOLDER  50'S BOX[CEUMED[72-8250/75-8200[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","24031108","11-06-2029","10","EA","0","9.00000"
"","610026","KDH KCH Dubai Hospital Inventory Organization","MC33248","MSD-BAND 1.5M DISPENSER BOX HEAVY - GREEN[25/BOX][MSD[01-100104[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH221153","30-11-2025","1","EA","1","20.00000"
"","605181","KDH KCH Dubai Hospital Inventory Organization","MC33295","ROM ELBOW BRACE LEFT UNIVERSAL[TYNR[E-EL093 / E-46[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH22092022","03-09-2026","1","EA","1","450.00000"
"","610027","KDH KCH Dubai Hospital Inventory Organization","MC33298","ELBOW SUPPORT SLEEVE  MEDIUM[GNRC[ES-201-M[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH11022022","05-02-2026","1","EA","1","120.00000"
"","607627","KDH KCH Dubai Hospital Inventory Organization","MC33299","ELBOW SUPPORT SLEEVE  LARGE[GNRC[ES-201-L[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH11022022","06-02-2026","1","EA","1","120.00000"
"","607629","KDH KCH Dubai Hospital Inventory Organization","MC33301","ELBOW SUPPORT SLEEVE  SMALL[GNRC[ES-201-S[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH11022022","06-02-2026","1","EA","1","120.00000"
"","605183","KDH KCH Dubai Hospital Inventory Organization","MC33307","GRANUDACYN SOLUTION 250 ML[MOLN[360100[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","24116B12","28-09-2026","4","EA","4","40.00000"
"","595451","KDH KCH Dubai Hospital Inventory Organization","MC33349","CTG Z-FOLD PAPER 150 MM X 100 MM  40'S BOX[PHLP[M1911A[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH18042024","29-02-2028","4","EA","8","20.00000"
"","607628","KDH KCH Dubai Hospital Inventory Organization","MC33350","RYTHMIC EPIDURAL INFUSION SETS YELLOW FULL SET 200ML  20;S BOX[MICREL[KE1.EE.190.X[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","861037742","31-08-2029","40","EA","40","90.00000"
"","610024","KDH KCH Dubai Hospital Inventory Organization","MC33369","BURNCARE RELIEV BURN GEL  20X20CM[ROOS[NO REF[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","240125B","31-12-2028","14","EA","12","12.00000"
"","602808","KDH KCH Dubai Hospital Inventory Organization","MC33382","POLYMEM TRACHEOSTOMY FOAM 9.5X9.5CM [15'S BOX][FERRIS[5335[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","02522E1","31-01-2027","90","EA","90","10.33332"
"","610025","KDH KCH Dubai Hospital Inventory Organization","MC33393","THERMAL PAPER A4  RED GRID 195MM WIDE  Z-FOLD  HOLE QUEUE  300 SHEETS[GEHE[2104769-001[PK/1[","DHHMainWHS Main General Warehouse","0.0.0","09042025","25-06-2029","5","EA","5","175.00000"
"","605182","KDH KCH Dubai Hospital Inventory Organization","MC33406","CERTOFIX TRIO S 720  CVC CATHETER SETS TRIPLE LUMEN 7FR-20CM LENGTH [10'S PACK][BRAU[S04167408-07[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","23C28A8551","31-03-2028","1","EA","1","120.00000"
"","602809","KDH KCH Dubai Hospital Inventory Organization","MC33426","ECG PAPER ROLL (FOR NIHON KOHDEN) 50MM X 30 METERS RED GRAPH[20'S PACK][ARRW[[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","CC0515","30-04-2029","7","EA","0","10.00000"
"","602810","KDH KCH Dubai Hospital Inventory Organization","MC33426","ECG PAPER ROLL (FOR NIHON KOHDEN) 50MM X 30 METERS RED GRAPH[20'S PACK][ARRW[[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","21012025","30-04-2029","3","EA","8","10.00000"
"","600390","KDH KCH Dubai Hospital Inventory Organization","MC33433","SURGICAL GOWN STERILE  REINFORCED  XL [50'S BOX][MEDIC[G22-XL-SMS[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","20062025","01-03-2029","18","EA","18","8.50000"
"","607630","KDH KCH Dubai Hospital Inventory Organization","MC33471","EARTIP FLANGED  3-5MM RED-[100'S BOX][SANIBEL[8012964[PC/100[","DHHMainWHS Main General Warehouse","0.0.0","KCH03062024","02-04-2026","100","EA","0","1.90000"
"","612412","KDH KCH Dubai Hospital Inventory Organization","MC33472","EARTIP FLANGED  4-7MM BLUE-[100'S BOX][SANIBEL[8012966[PC/100[","DHHMainWHS Main General Warehouse","0.0.0","KCH15072023","01-07-2027","200","EA","200","1.90000"
"","600391","KDH KCH Dubai Hospital Inventory Organization","MC33473","EARTIP FLANGED  5-8MM YELLOW-[100'S BOX][SANIBEL[8012968[PC/100[","DHHMainWHS Main General Warehouse","0.0.0","KCH15072023","02-07-2027","200","EA","200","1.90000"
"","602807","KDH KCH Dubai Hospital Inventory Organization","MC33477","YALE SPINAL NEEDLES  22 G 1 ½'' (0 7 X 38 MM)  BLACK [25'S BOX][BD[405254[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","2406004","31-05-2029","5","EA","5","6.67667"
"","600392","KDH KCH Dubai Hospital Inventory Organization","MC33478","YALE SPINAL NEEDLES  23 G 3 ½'' (0 6 X 90 MM)  TURQUOISE [25'S BOX][BD[405240[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","2408008","31-07-2029","5","EA","5","4.90185"
"","607633","KDH KCH Dubai Hospital Inventory Organization","MC33493","INFUSOMAT SPACE LINE FOR BLOOD ADMINISTRATION  250CM[100'S BOX][BRAU[8270074SP[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","24B06FB002","01-02-2029","60","EA","0","28.00738"
"","607634","KDH KCH Dubai Hospital Inventory Organization","MC33493","INFUSOMAT SPACE LINE FOR BLOOD ADMINISTRATION  250CM[100'S BOX][BRAU[8270074SP[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","24M05FB003","01-11-2029","40","EA","100","28.00738"
"","595455","KDH KCH Dubai Hospital Inventory Organization","MC33612","CARELINE LEG BAG  500ML URINE DARINAGE BAG WITH T-TRAP[10'S BOX][CONV[126201S-UMUK[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","96923080001","31-07-2027","18","EA","18","10.80000"
"","595454","KDH KCH Dubai Hospital Inventory Organization","MC33621","SUCTION FILTER[GVS[2200/21[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","OL-2222/00924/21","12-07-2027","8","EA","0","30.00000"
"","607631","KDH KCH Dubai Hospital Inventory Organization","MC33621","SUCTION FILTER[GVS[2200/21[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","OL-222/00924/21","12-07-2027","4","EA","12","30.00000"
"","595453","KDH KCH Dubai Hospital Inventory Organization","MC33645","TIPTRODE ELECTRODE EAR TIPS FOR ECOCHG [20'S PACK][Vivosonic[ER3-26A[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","NOLOT","01-01-3000","20","EA","20","41.15000"
"","597864","KDH KCH Dubai Hospital Inventory Organization","MC33840","MISSION DISPOSABLE CORE BIOPSY INSTRUMENT CONS 18G X 16CM[BD[1816MSK[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","1553598","28-01-2027","4","EA","0","290.00000"
"","600393","KDH KCH Dubai Hospital Inventory Organization","MC33840","MISSION DISPOSABLE CORE BIOPSY INSTRUMENT CONS 18G X 16CM[BD[1816MSK[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","0001553598","28-01-2027","1","EA","5","290.00000"
"","597863","KDH KCH Dubai Hospital Inventory Organization","MC33842","PULMOSAFE BACTERIAL AND VIRAL FILTERS- V4/2 [100'S BOX][Lemon Medical[4020-01[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","OL-2525/00175/21","18-02-2030","100","EA","100","7.87500"
"","607632","KDH KCH Dubai Hospital Inventory Organization","MC33973","CIRCULAR FENESTRATED FOAM 4'' [12'S BOX][SFNS[SNS51C04[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","20240610","09-06-2027","9","EA","13","15.16667"
"","595456","KDH KCH Dubai Hospital Inventory Organization","MC33980","NIPPLE SHIELD CUT-OUT 24MM NON-STERILE[AMDA[60010[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH21072022","03-07-2025","10","EA","10","25.00000"
"","597865","KDH KCH Dubai Hospital Inventory Organization","MC33984","BEBEONKERS II WITH KOVER 3 BEBEONKERS + 3 COVER/BAG[150 PAIR/BX][SMBG[16-2KK [PR/1[","DHHMainWHS Main General Warehouse","0.0.0","FB050923162KK","25-06-2029","150","EA","150","11.00000"
"","607635","KDH KCH Dubai Hospital Inventory Organization","MC33992","NEOCUFF NEONATAL NIBP CUFF-DOUBLE TUBE SIZE 4 LIGHT BLUE[FMT[DD4/BP5151[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","08114","30-11-2027","10","EA","10","24.00000"
"","612411","KDH KCH Dubai Hospital Inventory Organization","MC34001","DISPOSABLE NEEDLE 27G*5/8'' [100'S PACK][GNRC[NO REF[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH210510","30-04-2026","75","EA","60","0.13500"
"","607636","KDH KCH Dubai Hospital Inventory Organization","MC34002","SENOMARKULTRA MARKER 7G FOR ENCOR BIODUR 108  COIL'' SHAPE[BD[SMEC7C[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","KCHVTHX00510","01-10-2026","10","EA","10","500.00000"
"","602806","KDH KCH Dubai Hospital Inventory Organization","MC34109","TEGADERM CHG IV. SECUREMENT DRESSING 7CM X 8.5CM[25'S PACK][3M[1660R[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","343FKY","01-11-2026","60","EA","60","66.00000"
"","612409","KDH KCH Dubai Hospital Inventory Organization","MC34110","WEARABLE MEDICAL BIOSENSOR[lifesignals[LP1251E[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","21052025","30-11-2028","2","EA","2","500.00000"
"","595452","KDH KCH Dubai Hospital Inventory Organization","MC34136","BRITEPRO OMNI MILLER SIZE 0[10'S PACK][FLEX[040-06-0401[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","220905723","31-08-2027","14","EA","0","48.00000"
"","610028","KDH KCH Dubai Hospital Inventory Organization","MC34136","BRITEPRO OMNI MILLER SIZE 0[10'S PACK][FLEX[040-06-0401[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH220905723","31-08-2027","6","EA","20","48.00000"
"","612410","KDH KCH Dubai Hospital Inventory Organization","MC34143","SUPER DRY ADULT DIAPERS MEDIUM 10PCS/BAG  12BAG/CARTON[SUPERDRY[[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","20250219DUB","31-01-2028","20","EA","20","1.35000"
"","602814","KDH KCH Dubai Hospital Inventory Organization","MC34194","CATHETER  TDOC  DUAL SENSOR 7 FR[LABO[CAT880[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","240078","08-01-2026","2","EA","0","300.00000"
"","612418","KDH KCH Dubai Hospital Inventory Organization","MC34194","CATHETER  TDOC  DUAL SENSOR 7 FR[LABO[CAT880[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","250330","24-02-2027","1","EA","3","300.00000"
"","612414","KDH KCH Dubai Hospital Inventory Organization","MC34195","CATHETER  TDOC  ABDOMINAL 7 FR[LABO[CAT875[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","241502","21-10-2026","1","EA","2","300.00000"
"","602811","KDH KCH Dubai Hospital Inventory Organization","MC34201","SWANFOAM FELT 5MM [4'S PACK][HAPLA[14289[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH10082023","06-08-2027","4","EA","4","222.50000"
"","605184","KDH KCH Dubai Hospital Inventory Organization","MC34204","TRIAGETRUE HIGH SENSITIVITY TROPONIN I TEST[25'S PACK][QUIDEL[97600EU[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","T15528N","30-01-2026","25","EA","25","63.00000"
"","600394","KDH KCH Dubai Hospital Inventory Organization","MC34217","CYTOTOXIC SPILL PACK  SINGLE USE[GVHE[MJZ015[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","12122024","31-08-2028","5","EA","5","150.00000"
"","595458","KDH KCH Dubai Hospital Inventory Organization","MC34219","NIPPLE PROTECTORS - SMALL [PAIR][SPECTRA[NISHSE-13463[PR/1[","DHHMainWHS Main General Warehouse","0.0.0","11042025","30-04-2030","16","EA","16","30.92337"
"","607639","KDH KCH Dubai Hospital Inventory Organization","MC34220","NIPPLE PROTECTORS - MEDIUM [PAIR][SPECTRA[NISHSE-13464[PR/1[","DHHMainWHS Main General Warehouse","0.0.0","05022025","31-05-2029","2","EA","2","30.82185"
"","610029","KDH KCH Dubai Hospital Inventory Organization","MC34221","NIPPLE PROTECTORS - LARGE [PAIR][SPECTRA[NISHSE-13465[PR/1[","DHHMainWHS Main General Warehouse","0.0.0","15052025","15-05-2030","10","EA","0","30.51411"
"","612413","KDH KCH Dubai Hospital Inventory Organization","MC34221","NIPPLE PROTECTORS - LARGE [PAIR][SPECTRA[NISHSE-13465[PR/1[","DHHMainWHS Main General Warehouse","0.0.0","NISHSE-18135","30-11-2028","6","EA","0","30.51411"
"","605185","KDH KCH Dubai Hospital Inventory Organization","MC34221","NIPPLE PROTECTORS - LARGE [PAIR][SPECTRA[NISHSE-13465[PR/1[","DHHMainWHS Main General Warehouse","0.0.0","NISHE-18135","31-10-2030","2","EA","18","30.51411"
"","602815","KDH KCH Dubai Hospital Inventory Organization","MC34227","URETHRAL CATHETERIZATION TRAY[SAFE[960-14[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","A188052501","30-11-2026","9","EA","9","28.00000"
"","595459","KDH KCH Dubai Hospital Inventory Organization","MC34243","NELATON CATHETER  STERILE 8CH[100'S BOX][BICA[19508011[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH16092022","04-09-2025","28","EA","21","0.80000"
"","607638","KDH KCH Dubai Hospital Inventory Organization","MC34244","INTERDRY - MOISTURE WICKING FABRIC WITH ANTIMICROBIAL SILVER 25X366 CM ROLL[COLO[67918[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","9536743","28-02-2027","2","EA","2","612.00000"
"","597867","KDH KCH Dubai Hospital Inventory Organization","MC34248","FOLEY CATHETER  SILICONE 2WAY  18FR[GRET[[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","22715","31-12-2027","15","EA","15","12.00000"
"","597866","KDH KCH Dubai Hospital Inventory Organization","MC34249","FOLEY CATHETER  SILICONE 2WAY  20FR[GRET[[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","22715","30-12-2027","14","EA","14","12.00000"
"","605187","KDH KCH Dubai Hospital Inventory Organization","MC34252","SILVER NITRATE APPLICATOR TIPS 75% [100'S PACK][AVOCA[[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","38961","31-07-2029","100","EA","100","4.89997"
"","597869","KDH KCH Dubai Hospital Inventory Organization","MC34339","DP HYLA ACTIVE MASKS BOX OF 33[DPD[DPD-HA-MASKFACE-33-1[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","21022025","30-06-2028","33","EA","33","34.84840"
"","597870","KDH KCH Dubai Hospital Inventory Organization","MC34341","DERMA PEN SLEEVES BOX OF 33[DPD[DP4-SLEEVE-33-1[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","21022025","31-05-2029","33","EA","33","10.30300"
"","612416","KDH KCH Dubai Hospital Inventory Organization","MC34357","LIL PACEE PREEMIE PACIFIER PURPLE 26 - 32 WEEKS GESTATION. 100% SILICONE [100'S BOX][SMBG[15A[EA/1[SILICONE[SMBG[15A[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","AI06272315A","14-10-2028","90","EA","0","9.58626"
"","597868","KDH KCH Dubai Hospital Inventory Organization","MC34357","LIL PACEE PREEMIE PACIFIER PURPLE 26 - 32 WEEKS GESTATION. 100% SILICONE [100'S BOX][SMBG[15A[EA/1[SILICONE[SMBG[15A[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","AI08022415A","20-11-2029","50","EA","202","9.58626"
"","612417","KDH KCH Dubai Hospital Inventory Organization","MC34357","LIL PACEE PREEMIE PACIFIER PURPLE 26 - 32 WEEKS GESTATION. 100% SILICONE [100'S BOX][SMBG[15A[EA/1[SILICONE[SMBG[15A[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","KCHAI06272315A","14-10-2028","10","EA","0","9.58626"
"","610030","KDH KCH Dubai Hospital Inventory Organization","MC34367","SURE GRIP TERRYCLOTH SLIPPERS LARGE NAVY[MEDL[MDT211220L[PAIR/1[","DHHMainWHS Main General Warehouse","0.0.0","N22L","10-10-2029","5","EA","5","24.00000"
"","607640","KDH KCH Dubai Hospital Inventory Organization","MC34373","VACUETTE TUBE 3ML 9NC COAGULATION SODIUM CITRATE 3.2% 13 X 75 BLUE CAP-BLACK RING  SANDWICH TUBE PREMIUM [50'S][GREI[454325[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","A25023AH","01-02-2026","600","EA","600","0.60000"
"","605186","KDH KCH Dubai Hospital Inventory Organization","MC34375","MATERNI FLOWCUP M1 MOUNTED EU PURPLE [140'S][MATR[MEPE0111[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","420120A6","30-09-2027","23","EA","23","11.00000"
"","595457","KDH KCH Dubai Hospital Inventory Organization","MC34416","DONJOY PODALUX II POST-OP WOUND SHOE -[XL] SIZE: EU 42 - 43[DNJY[82-0042-4[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","T061023","14-06-2028","1","EA","1","445.00000"
"","602812","KDH KCH Dubai Hospital Inventory Organization","MC34426","JELONET  5CM X 5CM - [50'S] (INDIVIDUALLY WRAPPED)[SM&N[7403[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH202402","01-01-2029","12","EA","0","1.30000"
"","602813","KDH KCH Dubai Hospital Inventory Organization","MC34426","JELONET  5CM X 5CM - [50'S] (INDIVIDUALLY WRAPPED)[SM&N[7403[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","202402","01-01-2029","5","EA","17","1.30000"
"","610031","KDH KCH Dubai Hospital Inventory Organization","MC34523","MELOLIN LOW-ADHERENT ABSORBENT DRESSING STERILE 10CM X 10CM [100'S][SM&N[66974941[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","2419B","01-05-2029","75","EA","75","1.74649"
"","607637","KDH KCH Dubai Hospital Inventory Organization","MC34555","STERILE DISPOSABLE SCALPEL 12 10'S[SWAN[0504[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","6012501","31-01-2030","30","EA","30","2.50000"
"","612415","KDH KCH Dubai Hospital Inventory Organization","MC34564","CYTO-SET INF. SPACE 5 NF VALVES AIRSTOP[BRAU[835817SP[BX/20[","DHHMainWHS Main General Warehouse","0.0.0","24K23FBZ01","01-09-2026","20","EA","20","86.00000"
"","612419","KDH KCH Dubai Hospital Inventory Organization","MC34576","STERILE DISPOSABLE SCALPELS NO 15  10'S[SWAN[0505[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","6442410","31-10-2029","10","EA","17","2.50000"
"","610032","KDH KCH Dubai Hospital Inventory Organization","MC34640","CATHETER FOLEY 2W 06FR SILICON COATED[BRMD[NO REF[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","20240405","30-04-2029","8","EA","6","12.00000"
"","595460","KDH KCH Dubai Hospital Inventory Organization","MC34641","TERUMO NEEDLE 18GX1½ [100'S][TERU[NO REF[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","240915","31-08-2029","1400","EA","0","0.13500"
"","605188","KDH KCH Dubai Hospital Inventory Organization","MC34641","TERUMO NEEDLE 18GX1½ [100'S][TERU[NO REF[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","15062025","30-04-2028","300","EA","1700","0.13500"
"","597871","KDH KCH Dubai Hospital Inventory Organization","MC34693","RENASYS TOUCH CANISTER 300 ML[SM&N[66801273[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","1021227","14-10-2029","1","EA","1","310.00000"
"","605189","KDH KCH Dubai Hospital Inventory Organization","MC35021","ULTRACATHNOVO THORACIC DRAINAGE CATHETER WITH TROCAR 28FG[PLYM[90099[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH2013821K","01-08-2025","5","EA","5","14.00000"
"","595461","KDH KCH Dubai Hospital Inventory Organization","MC35041","PRE-FILLED FLUSH SYRINGE 0.9%SODIUM CHLORIDE  5ML[EMBR[Catheflush5ml[BX/30[","DHHMainWHS Main General Warehouse","0.0.0","2401221","21-01-2027","210","EA","210","1.40270"
"","610034","KDH KCH Dubai Hospital Inventory Organization","MC35042","PRE-FILLED FLUSH SYRINGE 0.9%SODIUM CHLORIDE  10ML[EMBR[Catheflush10ml[BX/30[","DHHMainWHS Main General Warehouse","0.0.0","8421324H","31-07-2027","420","EA","0","1.46152"
"","602816","KDH KCH Dubai Hospital Inventory Organization","MC35042","PRE-FILLED FLUSH SYRINGE 0.9%SODIUM CHLORIDE  10ML[EMBR[Catheflush10ml[BX/30[","DHHMainWHS Main General Warehouse","0.0.0","2502152","14-02-2028","180","EA","600","1.46152"
"","610033","KDH KCH Dubai Hospital Inventory Organization","MC35052","T1 COAXIAL BREATHING CIRCUIT WITH FLOW SENSOR ADULT  SINGLE USE[HMLT[260087[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","197487","28-01-2030","1","EA","1","175.00000"
"","602820","KDH KCH Dubai Hospital Inventory Organization","MC35065","POWER PICC CATHETER 5FR DUAL LUMEN - IR TRAY[BDME[6275335[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","REJT0836","30-04-2027","1","EA","1","780.00000"
"","602819","KDH KCH Dubai Hospital Inventory Organization","MC35067","CENTRAL VENOUS CATHETERIZATION SET TRIPLE LUMEN 4.5 FR X 8 CM[HRSR[2790679BJb[BX/5[","DHHMainWHS Main General Warehouse","0.0.0","KCH99666/0460","31-08-2026","2","EA","2","105.00000"
"","597874","KDH KCH Dubai Hospital Inventory Organization","MC35084","CHAMBER CHEST DRAINAGE UNIT W/DRY VALVE - VARIANT[REDAX[10119[BX/4[","DHHMainWHS Main General Warehouse","0.0.0","F2311043","30-05-2029","3","EA","0","295.00000"
"","610035","KDH KCH Dubai Hospital Inventory Organization","MC35084","CHAMBER CHEST DRAINAGE UNIT W/DRY VALVE - VARIANT[REDAX[10119[BX/4[","DHHMainWHS Main General Warehouse","0.0.0","F2405122","30-11-2028","1","EA","4","295.00000"
"","600396","KDH KCH Dubai Hospital Inventory Organization","MC35085","CONNECTING TUBE FOR NEONATOLOGY FOR CHEST DRAINAGE[DTX[10564[BX/10[","DHHMainWHS Main General Warehouse","0.0.0","F2304151","30-04-2028","7","EA","7","49.00000"
"","605190","KDH KCH Dubai Hospital Inventory Organization","MC35088","URGOTUL ABSORB BORDER 10X10[URGO[552590[BX/10[","DHHMainWHS Main General Warehouse","0.0.0","53303","31-08-2027","10","EA","10","16.00000"
"","602818","KDH KCH Dubai Hospital Inventory Organization","MC35092","URGOCLEAN AG 10X10[URGO[551978[BX/10[","DHHMainWHS Main General Warehouse","0.0.0","KCH37047","31-05-2026","5","EA","5","32.00000"
"","602824","KDH KCH Dubai Hospital Inventory Organization","MC35109","AQUACEL AG+ EXTRA 20 CM X 30 CM[CONV[H0413569[BX/5[","DHHMainWHS Main General Warehouse","0.0.0","4L00038","01-11-2026","5","EA","5","105.84200"
"","605191","KDH KCH Dubai Hospital Inventory Organization","MC35115","INFANT EAR TIPS FOR ER INSERT EARPHONE 4 MM - RED[Vivosonic[ER3-14E[PK/20[","DHHMainWHS Main General Warehouse","0.0.0","00846430004542","23-05-2030","20","EA","40","23.85000"
"","607641","KDH KCH Dubai Hospital Inventory Organization","MC35144","ARROWG+ARD BLUE HREE-LUMEN EVE EVE SET 3-LUMEN 12 FR X 20 CM[[S0CS-25123-F[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","71F25B1040","10-02-2027","2","EA","2","350.00000"
"","600395","KDH KCH Dubai Hospital Inventory Organization","MC35165","FASTENER NASAL TUBE ADULT TAN[MEDL[CURNASTUB50[BX/50[","DHHMainWHS Main General Warehouse","0.0.0","50771","01-08-2029","50","EA","50","2.00000"
"","605196","KDH KCH Dubai Hospital Inventory Organization","MC35173","ALLEVYN LIFE S 10.3X10.3[SM&N[66801067[PK/10[","DHHMainWHS Main General Warehouse","0.0.0","2322","01-05-2026","15","EA","20","29.30000"
"","610040","KDH KCH Dubai Hospital Inventory Organization","MC35176","ALLEVYN LIFE SACRUM (SMALL 17.2CMX17.5CM)[SM&N[66801306[PK/10[","DHHMainWHS Main General Warehouse","0.0.0","202401","01-01-2027","15","EA","0","69.70000"
"","607647","KDH KCH Dubai Hospital Inventory Organization","MC35176","ALLEVYN LIFE SACRUM (SMALL 17.2CMX17.5CM)[SM&N[66801306[PK/10[","DHHMainWHS Main General Warehouse","0.0.0","202326","01-06-2028","5","EA","20","69.70000"
"","597879","KDH KCH Dubai Hospital Inventory Organization","MC35177","ALLEVYN LIFE SACRUM (LARGE 21.6CMX23.0CM)[SM&N[66801307[PK/10[","DHHMainWHS Main General Warehouse","0.0.0","KCH202306","01-02-2026","5","EA","5","81.70000"
"","610041","KDH KCH Dubai Hospital Inventory Organization","MC35178","ALLEVYN LIFE HEEL 25 X 25 CM[SM&N[66801304[PK/5[","DHHMainWHS Main General Warehouse","0.0.0","2245","01-11-2025","10","EA","10","67.10000"
"","602817","KDH KCH Dubai Hospital Inventory Organization","MC35182","SIGNATURE LATEX ESSENTIAL SURGICAL GLOVES  LATEX  P-F  SIZE 6[MEDL[MSG5960[BX/50[","DHHMainWHS Main General Warehouse","0.0.0","4061211760-2","31-05-2027","136","EA","136","1.50000"
